Average Queue 1 Wait Time,Average Queue 2 Wait Time,Average Total Time in System,Average Machine 1 Idle Time,Average Machine 2 Idle Time
254.32285340364882,476.1556869157454,534.7029953722006,1952.2622826617817,1316.2039411238504
